r,v,p
47.59,79.24,131.94
2.65,6.81,17.52
366.36,10.59,0.31
1733.71,6.41,0.02
1.04,7.73,57.61
0.7,1.5,3.21
16.53,28.45,48.96
7.38,80.04,868.33
12.27,25.09,51.31
7.47,13.73,25.24
1.31,10.53,84.5
799.25,9.32,0.11
0.52,161.59,50369.68
1.5,28.27,534.18
3.41,59.92,1053.03
16.13,4.17,1.08
1.93,17.55,159.59
12.0,15.46,19.91
0.9,61.41,4193.36
26.4,176.56,1181.0
99.06,415.23,1740.59
519.09,5.57,0.06
152.63,2.06,0.03
3.43,37.48,408.95
96.99,136.03,190.78
3.93,489.96,61096.56
46.05,6.13,0.81
160.22,96.41,58.01
18.67,14.44,11.18
1.64,69.84,2973.44
1.4,50.1,1795.84
5.98,6.19,6.4
4.13,46.93,533.23
0.91,474.0,247733.84
0.82,196.93,47280.99
1.32,72.58,3996.06
294.32,4.24,0.06
400.58,127.91,40.85
409.94,1.66,0.01
0.91,75.63,6254.32
2.29,35.7,557.44
0.85,36.45,1558.27
4.73,19.81,82.91
94.14,13.38,1.9
138.77,69.04,34.35
6.76,3.32,1.63
499.12,341.22,233.28
1.67,13.14,103.21
0.9,33.83,1267.33
109.17,254.5,593.32
0.71,32.77,1509.16
18.28,68.28,255.06
17.35,3.11,0.56
4.84,5.97,7.38
6.16,2.32,0.88
699.22,176.65,44.63
1.88,42.29,953.76
1067.61,4.41,0.02
29.8,47.91,77.03
1532.33,5.11,0.02
0.65,2.35,8.55
1.26,9.82,76.61
3.63,5.98,9.83
0.59,320.93,175619.68
184.56,2.51,0.03
142.11,44.41,13.88
1071.91,463.74,200.63
80.44,223.42,620.52
3.63,264.2,19233.34
19.28,9.23,4.42
31.47,2.46,0.19
5.68,11.75,24.33
1.44,1.79,2.23
1.94,34.96,631.37
1779.06,21.85,0.27
354.64,3.01,0.03
94.84,3.16,0.11
12.72,50.79,202.77
66.32,4.51,0.31
1.17,5.51,25.84
2.88,18.79,122.37
21.59,4.19,0.81
1.21,1.96,3.19
1810.86,2.66,0.0
1529.71,25.03,0.41
3.32,127.43,4885.07
34.77,59.17,100.67
0.81,52.45,3397.75
0.61,155.85,40026.71
56.88,160.21,451.24
3.42,12.95,48.99
0.55,4.08,30.17
1.92,53.25,1477.87
74.83,483.99,3130.3
218.11,1.67,0.01
20.78,34.75,58.1
163.41,344.89,727.92
7.84,109.9,1540.97
3.98,2.36,1.4
6.14,5.07,4.18
4.55,31.07,211.96
0.69,118.53,20491.07
1029.38,17.78,0.31
50.23,190.95,725.91
9.3,29.06,90.78
20.17,20.13,20.1
9.6,39.85,165.46
247.91,53.09,11.37
107.19,20.55,3.94
1788.36,265.19,39.32
55.21,99.62,179.74
2.07,18.05,157.65
125.83,15.88,2.0
0.95,10.58,118.02
5.15,106.63,2207.32
2.84,180.88,11526.87
6.0,6.71,7.5
5.15,3.0,1.75
196.85,9.79,0.49
25.96,10.04,3.88
0.82,179.22,39347.16
153.78,272.13,481.57
3.16,4.94,7.71
24.89,65.88,174.39
75.67,76.08,76.48
104.69,334.75,1070.41
130.48,3.75,0.11
458.37,20.28,0.9
75.31,40.82,22.13
375.53,62.12,10.28
2.27,8.89,34.85
392.98,46.11,5.41
224.48,161.3,115.91
54.45,13.13,3.17
1049.4,106.84,10.88
1204.95,125.12,12.99
13.83,53.07,203.58
139.74,11.69,0.98
42.36,421.18,4187.34
2.35,8.63,31.67
35.99,22.22,13.72
0.67,4.65,32.11
1.93,280.22,40657.63
1.46,2.0,2.74
1752.71,5.17,0.02
258.8,1.91,0.01
1.18,327.07,90499.98
5.28,71.33,963.02
18.58,46.53,116.53
308.09,156.94,79.94
3.13,5.33,9.06
34.93,84.8,205.9
24.15,62.9,163.86
47.87,214.3,959.31
868.75,11.93,0.16
17.37,42.89,105.93
1999.63,445.48,99.25
18.63,12.3,8.12
19.7,29.65,44.64
1.02,27.1,718.18
26.78,12.67,5.99
314.22,3.26,0.03
3.94,1.99,1.0
101.8,1.59,0.02
77.45,1.74,0.04
38.17,278.74,2035.56
104.01,13.73,1.81
104.63,8.25,0.65
1.58,92.46,5411.41
1070.44,6.01,0.03
34.4,96.21,269.05
633.82,5.02,0.04
8.82,245.35,6823.69
6.55,11.62,20.61
1353.31,24.67,0.45
17.2,436.66,11082.79
439.3,211.78,102.1
8.37,1.87,0.42
1433.63,16.14,0.18
145.16,1.65,0.02
2.63,4.13,6.46
108.24,152.03,213.54
8.12,7.17,6.33
1.67,10.17,62.12
0.85,261.98,80742.57
4.57,31.51,217.22
1429.75,393.58,108.35
107.02,6.44,0.39
1855.25,77.29,3.22
0.93,9.0,87.24
116.6,46.47,18.52
28.3,120.38,512.02
1412.24,181.12,23.23
0.8,11.16,155.09
52.15,229.75,1012.18
1.24,458.01,169571.02
682.79,116.79,19.98
1180.07,80.08,5.43
16.73,383.66,8800.08
130.56,231.71,411.22
130.96,5.23,0.21
6.89,22.23,71.76
7.23,53.29,392.9
161.67,38.33,9.09
268.07,25.22,2.37
1515.66,447.77,132.29
488.82,2.29,0.01
64.43,48.31,36.22
114.85,10.54,0.97
0.54,358.13,239317.26
826.6,126.19,19.26
7.69,2.93,1.12
169.19,8.84,0.46
185.78,171.78,158.84
1.84,18.12,178.8
0.68,1.87,5.13
9.81,36.59,136.42
30.98,45.32,66.29
40.65,34.17,28.73
7.69,20.96,57.1
0.73,32.32,1427.15
1030.36,383.51,142.75
303.88,3.21,0.03
75.08,70.58,66.35
0.9,3.49,13.58
20.54,1.9,0.18
107.7,149.96,208.8
250.9,77.75,24.1
920.78,38.43,1.6
1.98,1.97,1.97
4.26,9.73,22.22
26.48,166.37,1045.5
289.13,337.27,393.43
56.47,144.29,368.69
30.08,9.08,2.74
206.23,10.33,0.52
17.91,1.9,0.2
859.06,45.22,2.38
226.2,3.67,0.06
257.55,22.53,1.97
540.29,13.57,0.34
1656.11,3.66,0.01
29.9,74.01,183.19
4.82,12.5,32.4
75.75,3.79,0.19
3.58,18.05,90.97
1754.81,216.95,26.82
41.51,7.41,1.32
200.21,46.94,11.0
612.82,18.19,0.54
322.75,2.52,0.02
76.51,3.45,0.16
1359.85,24.47,0.44
15.41,191.41,2378.17
14.07,2.03,0.29
1.95,227.08,26424.9
14.21,111.91,881.5
122.72,13.21,1.42
284.09,1.59,0.01
0.81,4.21,22.05
245.84,5.66,0.13
115.78,8.0,0.55
984.01,19.4,0.38
237.41,27.46,3.18
1610.68,1.51,0.0
1480.66,358.87,86.98
118.37,170.84,246.58
5.94,67.98,777.86
324.09,17.62,0.96
2.13,37.61,662.7
4.12,27.51,183.68
57.01,54.7,52.48
0.87,5.91,40.08
25.66,4.18,0.68
565.58,3.92,0.03
39.0,467.7,5609.13
114.69,435.58,1654.29
1163.91,191.3,31.44
2.56,50.89,1012.33
201.12,123.88,76.3
20.6,34.17,56.69
1073.74,69.33,4.48
43.32,107.79,268.18
19.09,185.24,1797.56
1.61,14.81,136.45
1.23,403.28,132487.75
134.31,9.85,0.72
1871.24,77.08,3.17
1997.58,2.16,0.0
6.67,18.32,50.28
0.85,11.43,153.98
14.15,130.94,1211.83
38.88,363.43,3397.06
110.88,2.11,0.04
8.67,2.16,0.54
3.88,118.71,3635.21
393.35,9.53,0.23
38.96,148.78,568.09
1196.53,141.97,16.84
6.87,2.51,0.92
8.01,38.08,180.98
478.81,19.96,0.83
1639.68,9.61,0.06
12.34,12.02,11.71
2.93,74.87,1911.68
3.29,42.45,547.37
235.75,70.52,21.09
136.2,187.25,257.44
1.09,153.11,21603.0
2.92,3.72,4.74
522.29,418.54,335.4
0.73,67.78,6315.04
1.01,11.09,121.83
3.95,267.85,18167.82
9.4,252.7,6794.29
21.0,3.77,0.68
67.64,58.7,50.94
8.13,2.51,0.78
12.69,77.44,472.69
143.16,56.7,22.46
161.46,51.1,16.17
1431.4,4.87,0.02
1638.41,186.83,21.3
1.64,187.44,21386.05
1256.77,9.1,0.07
1012.84,9.63,0.09
2.22,3.69,6.13
1.57,188.61,22701.85
205.91,17.1,1.42
63.2,18.21,5.24
646.67,87.6,11.87
241.97,93.39,36.05
865.99,25.14,0.73
33.11,18.8,10.67
6.58,193.66,5696.77
584.45,16.71,0.48
2.17,57.63,1530.49
341.06,168.54,83.29
1.83,139.97,10710.8
23.08,412.28,7365.97
35.12,276.0,2169.32
34.78,1.71,0.08
236.21,2.14,0.02
475.12,203.67,87.3
0.91,2.57,7.27
1070.37,4.47,0.02
1.2,5.4,24.2
32.67,417.66,5339.52
0.9,340.28,128783.08
1693.56,117.42,8.14
261.02,250.29,239.99
1.93,1.97,2.01
8.54,6.54,5.01
530.57,158.48,47.34
5.0,232.46,10802.43
277.12,22.17,1.77
915.63,98.68,10.64
111.13,301.72,819.12
48.58,1.51,0.05
94.69,4.56,0.22
22.98,6.33,1.74
0.79,4.64,27.26
163.84,2.06,0.03
5.2,1.6,0.49
0.63,87.88,12271.97
16.12,77.46,372.18
2.37,24.65,256.32
5.39,8.94,14.82
190.45,171.04,153.6
14.93,27.88,52.07
2.58,32.38,406.3
0.56,371.0,244116.71
180.56,188.74,197.3
30.86,6.49,1.36
341.16,142.77,59.75
11.23,137.52,1683.44
898.92,414.47,191.1
1908.11,196.67,20.27
210.7,1.9,0.02
9.05,188.69,3935.86
28.77,6.42,1.43
798.02,2.89,0.01
81.59,3.61,0.16
4.46,2.8,1.75
1.05,18.47,325.1
60.44,105.05,182.59
64.66,9.96,1.53
447.17,174.65,68.21
40.08,38.62,37.22
1919.58,21.4,0.24
1221.31,6.31,0.03
697.58,111.19,17.72
58.17,23.66,9.63
1.03,6.05,35.46
615.65,6.17,0.06
23.77,23.64,23.51
234.26,20.09,1.72
2.85,359.21,45256.91
20.38,39.0,74.64
1.08,4.32,17.27
12.81,198.56,3077.85
1684.08,6.5,0.03
14.8,2.54,0.44
828.84,255.33,78.66
1310.16,45.42,1.57
1521.34,8.58,0.05
18.69,29.05,45.16
1327.19,8.84,0.06
288.54,19.77,1.36
9.76,275.6,7781.21
44.56,2.31,0.12
376.43,3.91,0.04
16.03,73.03,332.75
1.13,3.91,13.58
1273.79,1.63,0.0
18.06,2.24,0.28
68.04,65.39,62.84
62.32,160.72,414.47
670.25,8.93,0.12
4.29,308.53,22170.75
59.95,157.17,412.07
761.15,3.7,0.02
392.32,3.81,0.04
59.35,7.93,1.06
267.09,112.05,47.01
1.74,2.24,2.87
4.57,115.96,2941.71
125.95,98.84,77.57
53.04,6.67,0.84
4.17,8.74,18.31
0.77,3.05,12.14
757.33,368.97,179.76
0.71,98.71,13776.72
0.79,422.99,226661.11
1.35,1.92,2.73
0.54,12.6,296.72
47.93,6.7,0.94
194.9,107.52,59.32
0.77,109.79,15704.1
1.15,8.98,70.34
3.02,159.28,8396.54
1.17,100.72,8690.81
331.53,74.17,16.59
29.13,26.82,24.7
255.8,380.7,566.58
58.79,23.65,9.51
582.41,17.84,0.55
1.3,28.3,614.88
93.76,1.77,0.03
138.89,55.45,22.14
68.23,7.2,0.76
6.95,20.81,62.35
0.94,7.05,52.92
22.69,189.87,1588.74
3.4,122.6,4415.76
1.22,4.19,14.39
4.8,106.48,2361.12
173.63,60.42,21.02
10.13,6.19,3.79
3.71,151.63,6197.56
3.39,196.83,11437.19
130.05,183.29,258.33
22.59,78.31,271.39
7.31,42.73,249.83
255.06,54.16,11.5
1.42,16.07,181.36
124.32,11.8,1.12
908.78,12.29,0.17
102.85,1.56,0.02
505.46,17.65,0.62
2.23,217.96,21346.56
41.17,12.5,3.8
4.05,1.95,0.94
12.5,82.72,547.61
74.16,12.16,1.99
2.03,32.75,527.75
260.98,5.87,0.13
7.36,6.07,5.0
21.02,8.94,3.8
64.33,158.44,390.24
47.8,2.28,0.11
321.96,66.78,13.85
2.15,2.26,2.36
40.14,141.53,499.07
26.38,118.06,528.37
6.18,7.94,10.19
19.19,103.04,553.1
556.44,156.85,44.21
1703.38,53.51,1.68
7.56,4.47,2.64
28.74,228.28,1812.89
1.55,153.91,15260.11
80.98,16.9,3.53
563.1,3.07,0.02
1318.75,5.31,0.02
18.42,7.28,2.87
897.23,109.95,13.47
0.65,18.31,515.22
320.77,435.85,592.21
27.95,36.5,47.66
1684.48,30.37,0.55
4.86,75.79,1182.86
0.97,38.15,1497.4
84.48,207.2,508.21
15.84,277.91,4876.32
41.6,213.52,1095.94
1.47,6.81,31.57
283.42,54.49,10.48
3.75,28.71,219.68
3.43,50.76,750.98
5.12,328.17,21030.72
2.1,4.16,8.23
11.94,17.55,25.78
1.19,263.76,58603.07
1.62,15.9,156.42
33.83,87.6,226.84
13.0,123.24,1167.99
1.56,64.74,2694.46
3.1,224.18,16204.43
76.06,356.94,1675.11
65.67,476.4,3455.71
1.8,10.57,62.01
1.26,179.74,25619.08
10.73,2.51,0.59
3.97,12.61,40.06
3.71,307.96,25530.48
171.02,3.99,0.09
6.41,4.98,3.86
3.82,21.19,117.45
2.35,52.11,1157.53
180.84,108.64,65.26
0.68,285.41,119001.38
4.25,21.2,105.76
256.29,19.85,1.54
1844.65,5.46,0.02
0.7,1.7,4.15
23.68,282.82,3378.44
304.56,117.36,45.23
25.49,4.17,0.68
497.46,67.9,9.27
138.77,33.82,8.24
87.59,215.27,529.07
0.56,13.05,303.81
11.78,211.99,3815.24
1.63,20.22,251.3
327.65,22.83,1.59
203.44,8.58,0.36
1.71,85.65,4294.63
0.89,4.43,22.15
49.39,6.0,0.73
20.31,6.16,1.87
617.7,15.43,0.39
27.35,57.75,121.96
3.11,47.28,719.86
0.52,20.08,781.31
467.29,1.72,0.01
1005.73,2.63,0.01
6.51,130.65,2620.96
27.16,222.62,1824.45
24.62,3.96,0.64
29.99,22.14,16.35
322.35,2.78,0.02
1148.24,26.42,0.61
8.0,133.27,2218.89
13.97,9.46,6.41
1.59,72.58,3315.9
993.53,24.69,0.61
1.54,240.49,37642.67
1672.23,497.19,147.83
121.72,5.8,0.28
1.61,8.84,48.44
29.85,2.1,0.15
6.2,13.41,29.0
19.02,398.92,8366.3
7.88,171.91,3748.34
183.4,2.6,0.04
1388.01,9.03,0.06
5.53,18.75,63.62
0.8,1.62,3.3
1.12,65.7,3855.83
269.87,5.1,0.1
7.9,2.51,0.8
2.13,2.15,2.16
702.13,32.35,1.49
1.2,102.19,8676.58
564.47,19.23,0.65
125.54,279.23,621.08
0.76,52.22,3590.63
85.33,56.16,36.96
15.22,3.52,0.81
18.68,236.62,2997.41
1.94,61.38,1944.16
77.9,139.96,251.45
14.36,274.24,5236.58
0.86,12.89,192.19
959.29,288.83,86.96
8.41,4.15,2.05
4.9,3.92,3.13
7.66,57.29,428.45
747.11,4.2,0.02
954.9,2.58,0.01
546.69,3.42,0.02
34.19,336.62,3314.04
5.1,107.31,2258.4
15.8,149.38,1412.72
1214.54,49.51,2.02
9.44,2.48,0.65
1.36,15.38,174.45
137.57,2.91,0.06
55.23,3.19,0.18
8.54,3.7,1.6
0.71,290.83,118996.0
161.8,205.19,260.23
399.14,452.76,513.58
6.19,33.92,185.94
407.13,458.08,515.41
2.18,1.98,1.8
5.31,2.54,1.22
1495.5,75.4,3.8
409.34,8.12,0.16
0.78,19.88,507.14
1816.35,1.7,0.0
15.47,12.6,10.27
1.59,4.22,11.2
4.66,56.95,696.24
32.74,44.76,61.19
1.09,1.51,2.1
36.25,39.37,42.76
890.7,1.8,0.0
194.27,169.73,148.28
696.85,12.46,0.22
3.96,235.19,13980.04
39.11,1.9,0.09
1.11,27.75,692.8
135.2,237.56,417.43
3.25,262.8,21226.3
2.07,3.03,4.42
2.65,13.85,72.42
119.02,154.35,200.17
16.66,24.46,35.93
14.28,106.77,798.52
1.72,5.05,14.85
1.44,20.71,298.7
14.1,2.32,0.38
13.12,110.04,923.26
3.89,86.54,1925.66
465.53,8.29,0.15
172.62,350.42,711.37
4.48,18.91,79.81
44.01,211.5,1016.33
147.64,1.67,0.02
26.03,30.32,35.32
1.48,16.43,182.71
19.86,188.59,1791.31
4.31,3.79,3.34
2.08,40.49,786.37
3.64,281.38,21727.85
406.38,14.59,0.52
13.24,9.82,7.28
416.51,11.0,0.29
1.43,5.84,23.82
58.77,1.59,0.04
68.19,19.79,5.74
764.45,87.28,9.97
30.74,23.85,18.51
94.46,1.98,0.04
1147.86,104.66,9.54
0.85,54.33,3490.62
57.01,154.36,417.98
0.96,10.24,108.81
285.77,144.18,72.74
11.08,14.57,19.16
32.61,97.77,293.14
21.77,5.53,1.4
0.65,1.76,4.75
1.16,3.91,13.22
1.38,211.95,32467.42
104.83,84.23,67.68
140.4,7.74,0.43
328.18,1.81,0.01
6.21,16.76,45.22
39.92,9.57,2.29
91.79,63.85,44.42
17.83,2.38,0.32
393.18,31.11,2.46
31.86,4.85,0.74
10.55,1.55,0.23
6.36,225.69,8013.25
273.1,23.68,2.05
1.37,5.91,25.55
8.0,5.59,3.91
461.1,2.45,0.01
52.57,11.23,2.4
155.54,3.63,0.08
1143.33,34.95,1.07
0.7,110.69,17427.92
27.59,67.27,164.03
0.58,2.99,15.36
42.21,2.48,0.15
0.51,409.45,330010.97
4.93,17.5,62.04
1.44,14.28,141.48
1.63,31.8,620.61
2.65,38.09,547.54
994.55,3.99,0.02
232.85,47.03,9.5
634.17,212.65,71.3
393.78,22.31,1.26
1.53,2.49,4.04
2.07,10.47,52.94
12.4,379.49,11609.5
4.42,67.2,1022.49
0.85,11.44,154.62
139.69,431.56,1333.26
49.79,37.27,27.89
27.73,143.22,739.83
284.65,304.22,325.12
375.28,2.67,0.02
14.02,9.93,7.03
1.65,8.1,39.78
11.26,369.77,12147.27
1.69,260.93,40392.01
1394.96,5.19,0.02
117.29,317.65,860.26
10.36,215.98,4501.82
1455.74,42.7,1.25
2.02,266.2,35017.36
1924.97,8.29,0.04
1.44,3.25,7.34
3.98,29.69,221.37
1906.24,17.76,0.17
42.97,355.83,2946.72
4.84,2.31,1.1
739.45,68.78,6.4
590.62,3.76,0.02
670.23,36.35,1.97
1.99,104.08,5452.73
23.93,9.92,4.11
388.8,2.27,0.01
10.23,51.56,259.95
30.48,59.73,117.06
10.22,1.71,0.29
0.74,3.44,16.08
17.02,9.11,4.87
1031.45,7.34,0.05
1.8,109.2,6614.92
26.6,12.81,6.17
5.17,1.75,0.59
243.92,365.78,548.51
420.16,6.34,0.1
459.18,98.93,21.32
24.16,1.65,0.11
6.44,136.84,2907.9
42.49,40.7,38.97
403.82,7.2,0.13
73.64,120.15,196.04
0.66,12.15,223.43
36.19,41.04,46.54
1.67,248.87,37068.52
236.71,7.17,0.22
7.9,139.72,2472.2
3.84,7.52,14.73
1030.2,4.49,0.02
4.87,12.24,30.8
93.68,2.13,0.05
469.14,63.8,8.68
30.9,1.71,0.09
23.27,349.81,5257.91
1826.67,96.82,5.13
3.53,152.97,6625.42
29.98,8.2,2.24
10.7,6.79,4.3
5.05,3.61,2.59
0.77,1.84,4.41
36.94,172.67,807.18
148.71,26.21,4.62
24.17,179.19,1328.71
1.27,6.02,28.56
1.77,205.48,23883.79
10.04,108.52,1172.71
156.39,7.07,0.32
163.81,27.26,4.54
194.12,48.75,12.24
30.81,32.78,34.88
650.09,13.46,0.28
3.49,190.1,10362.09
664.23,9.31,0.13
87.72,185.99,394.32
16.0,470.26,13818.96
330.15,3.5,0.04
153.5,39.04,9.93
39.17,3.75,0.36
155.84,355.55,811.16
7.78,116.86,1755.0
3.66,34.49,324.55
0.99,15.28,235.4
7.48,13.67,24.99
5.62,308.47,16928.4
1.32,23.72,425.65
17.35,64.32,238.47
403.88,3.03,0.02
461.17,3.46,0.03
1.04,3.61,12.5
179.27,40.45,9.13
866.18,3.24,0.01
0.55,18.6,629.18
132.76,26.44,5.27
1948.54,113.1,6.57
86.75,3.62,0.15
1.92,489.03,124754.72
14.55,4.81,1.59
0.57,173.79,53284.99
84.44,23.34,6.45
1146.9,21.7,0.41
103.77,2.86,0.08
26.11,159.55,975.0
3.94,378.46,36331.81
10.2,15.05,22.19
0.58,33.0,1867.01
14.59,127.27,1110.27
1.7,20.32,242.34
72.62,231.54,738.2
71.78,50.3,35.24
9.51,18.4,35.61
313.66,4.17,0.06
414.31,19.28,0.9
14.81,40.42,110.32
1.44,65.1,2936.04
249.44,495.97,986.13
30.57,11.95,4.67
382.75,71.07,13.2
3.74,50.57,683.01
49.05,71.49,104.18
1.41,54.9,2132.0
96.52,219.09,497.31
144.24,2.69,0.05
1314.23,42.59,1.38
456.8,76.38,12.77
2.35,1.76,1.33
34.31,416.49,5055.37
1490.02,2.16,0.0
2.62,31.01,367.3
1.77,19.02,204.54
6.9,1.64,0.39
658.36,226.18,77.7
9.26,2.63,0.75
230.32,77.52,26.09
16.74,34.86,72.62
94.87,291.24,894.03
3.6,8.11,18.29
33.24,30.13,27.31
1.1,208.03,39291.99
85.88,65.14,49.4
21.96,3.78,0.65
2.41,125.36,6523.32
44.57,352.02,2780.53
5.75,336.68,19708.35
5.13,8.66,14.63
2.86,3.56,4.43
430.23,117.87,32.29
643.01,15.51,0.37
97.32,5.18,0.28
92.05,16.31,2.89
12.46,29.89,71.71
1007.45,13.37,0.18
1267.07,3.65,0.01
143.81,14.33,1.43
8.0,37.21,173.01
167.91,53.15,16.83
28.99,6.22,1.33
2.3,16.53,119.04
2.17,186.67,16038.42
2.66,37.39,526.24
151.07,11.27,0.84
105.81,183.94,319.78
3.88,1.57,0.64
272.16,2.87,0.03
1391.33,4.53,0.01
0.54,164.22,49583.89
2.04,8.56,35.91
195.88,28.99,4.29
152.69,11.92,0.93
3.19,2.1,1.38
347.19,422.14,513.27
1.31,6.94,36.9
57.95,254.22,1115.24
55.06,32.42,19.09
199.01,60.73,18.53
601.15,6.22,0.06
629.83,176.69,49.57
188.42,14.72,1.15
577.46,7.54,0.1
433.7,114.17,30.05
879.71,11.35,0.15
1.64,32.52,644.44
1.04,19.64,372.32
218.01,75.05,25.84
21.58,8.66,3.48
503.43,2.96,0.02
40.19,186.62,866.52
1790.25,175.65,17.23
1.1,49.92,2260.94
66.4,2.43,0.09
29.25,258.59,2286.04
2.54,384.88,58338.41
504.55,87.57,15.2
193.03,28.89,4.32
5.34,212.44,8446.36
1.84,1.52,1.26
25.31,6.44,1.64
1.12,27.69,685.63
1.61,162.64,16460.7
2.52,95.76,3635.12
1.6,9.65,58.28
217.6,78.35,28.21
8.93,30.2,102.19
3.2,1.82,1.03
2.21,34.8,548.43
1367.95,355.07,92.16
10.27,63.09,387.74
161.95,8.84,0.48
0.66,147.58,33040.53
108.69,251.56,582.26
32.12,15.22,7.21
248.48,1.92,0.01
33.39,11.01,3.63
16.79,60.24,216.15
1219.56,134.11,14.75
1.34,259.63,50472.99
727.2,429.86,254.1
862.95,171.41,34.05
388.18,34.48,3.06
305.3,22.09,1.6
1200.55,27.77,0.64
617.88,81.5,10.75
0.99,5.44,29.7
160.17,6.01,0.23
926.56,9.71,0.1
3.11,235.95,17874.82
332.35,269.03,217.77
1.52,2.24,3.28
3.92,239.26,14585.95
1.82,104.16,5964.58
0.62,240.94,93877.39
0.52,5.49,57.73
185.51,71.59,27.62
111.26,5.52,0.27
76.98,3.92,0.2
1.92,358.74,66955.52
11.96,18.62,28.99
1333.87,58.38,2.55
1406.28,47.29,1.59
169.09,72.59,31.16
6.92,42.64,262.72
42.74,14.17,4.7
0.65,385.41,227458.06
460.24,370.15,297.69
134.95,22.31,3.69
25.88,417.44,6732.32
4.35,305.48,21434.05
535.18,2.66,0.01
882.38,308.07,107.56
1.09,11.74,126.28
1389.91,62.8,2.84
4.42,1.57,0.56
45.55,22.36,10.98
196.48,3.94,0.08
5.09,116.39,2660.41
143.34,4.32,0.13
8.93,137.69,2121.84
1648.65,9.72,0.06
314.18,311.16,308.16
381.62,19.73,1.02
76.59,16.14,3.4
1475.9,10.66,0.08
102.19,20.03,3.92
4.79,21.34,95.01
3.66,21.61,127.66
848.14,8.84,0.09
3.94,1.8,0.83
1403.36,63.79,2.9
178.26,51.9,15.11
0.7,18.54,489.11
0.78,1.67,3.58
1.51,2.45,3.99
84.16,37.26,16.5
0.91,75.0,6154.1
47.37,174.16,640.27
417.14,8.21,0.16
0.59,14.47,354.49
8.87,385.75,16769.92
19.6,9.32,4.43
55.54,14.04,3.55
247.29,2.2,0.02
9.15,10.32,11.63
85.46,1.67,0.03
1.98,24.96,315.34
5.82,9.71,16.21
890.95,27.97,0.88
8.19,200.61,4915.23
0.86,12.45,180.75
5.71,41.71,304.62
35.94,1.78,0.09
1115.82,5.78,0.03
0.53,2.74,14.14
1.9,36.66,708.18
350.35,3.87,0.04
4.92,17.27,60.59
3.74,32.21,277.79
47.68,160.85,542.64
220.89,31.48,4.49
131.86,142.15,153.23
42.58,2.67,0.17
0.71,413.2,238900.36
0.86,7.96,73.52
1.35,17.33,221.72
23.59,342.09,4961.65
21.56,242.0,2715.68
908.03,492.92,267.58
11.88,150.14,1896.71
4.44,11.6,30.3
2.03,315.81,49120.99
375.42,215.59,123.81
120.07,301.5,757.09
192.53,334.89,582.51
247.98,33.73,4.59
0.82,436.85,233768.34
1516.89,10.02,0.07
6.64,78.83,935.42
3.61,1.81,0.91
1.78,6.01,20.29
11.88,5.08,2.18
0.62,1.59,4.09
21.14,128.68,783.32
17.56,110.22,691.67
0.68,13.13,254.02
122.27,306.6,768.84
11.32,473.89,19840.56
916.9,11.75,0.15
54.2,13.73,3.48
1.37,337.16,83071.52
49.96,242.87,1180.62
96.5,82.82,71.08
335.15,1.68,0.01
0.81,4.71,27.24
5.52,74.64,1009.9
0.99,4.34,19.06
42.06,60.66,87.49
256.11,14.64,0.84
935.28,46.05,2.27
22.72,11.51,5.83
2.15,17.48,142.04
833.5,277.24,92.22
0.63,4.3,29.27
5.42,1.57,0.45
1.52,23.67,369.08
1437.36,363.75,92.05
7.22,47.06,306.92
4.75,4.27,3.85
2.72,2.27,1.89
9.26,2.14,0.5
114.12,40.42,14.32
8.02,4.56,2.59
2.18,125.6,7239.5
14.37,122.44,1043.49
2.6,375.0,54025.4
0.62,60.43,5876.42
28.34,400.05,5647.51
49.47,4.71,0.45
10.45,138.97,1847.25
2.22,488.39,107623.0
3.11,128.01,5265.4
45.18,82.87,152.03
7.01,9.57,13.08
33.1,2.9,0.25
1567.59,27.92,0.5
2.48,37.52,568.31
518.57,17.96,0.62
100.11,212.33,450.38
165.24,414.57,1040.14
4.51,133.41,3947.42
1.0,22.0,484.35
20.81,312.74,4700.33
8.09,13.2,21.52
0.82,18.05,396.25
222.34,136.8,84.17
1939.92,4.38,0.01
8.72,52.06,310.88
1753.57,6.66,0.03
782.52,2.19,0.01
6.07,90.27,1342.08
0.7,8.15,94.85
1972.5,6.75,0.02
230.3,353.5,542.6
60.12,135.98,307.54
6.87,23.49,80.26
31.27,2.91,0.27
32.27,55.43,95.23
131.79,2.78,0.06
110.26,91.38,75.73
1201.58,3.4,0.01
177.91,335.96,634.41
327.89,11.07,0.37
93.88,57.61,35.36
14.42,5.21,1.88
667.01,96.44,13.94
1750.85,37.45,0.8
0.82,1.95,4.64
593.47,14.16,0.34
895.89,248.55,68.96
240.16,27.35,3.11
3.38,5.83,10.05
103.07,9.13,0.81
121.72,6.53,0.35
73.88,2.4,0.08
9.7,31.91,104.93
848.99,225.15,59.71
183.67,131.82,94.61
39.59,10.19,2.62
2.97,61.32,1265.32
2.37,9.77,40.28
759.05,35.13,1.63
8.75,47.63,259.22
1227.76,86.63,6.11
2.24,46.74,976.02
0.58,316.24,171979.86
19.79,9.28,4.35
8.2,22.04,59.29
1582.39,17.87,0.2
282.7,29.82,3.15
2.31,8.3,29.82
114.53,15.51,2.1
418.81,47.17,5.31
11.18,2.04,0.37
520.35,160.28,49.37
0.63,48.96,3786.53
1370.93,1.6,0.0
27.01,5.71,1.2
7.82,28.5,103.81
